ranker,name_display,age,team_name_abbr,pos,games,games_started,mp,fg_pct,avg_dist,pct_fga_fg2a,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pct_fga_fg3a,fg_pct_fg2a,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg_pct_fg3a,pct_ast_fg2,pct_ast_fg3,pct_fga_dunk,fg_dunk,pct_fg3a_corner3,fg_pct_corner3,fg3a_heave,fg3_heave,awards
159,Mirza Teletović,30.0,PHO,PF,79,1,1686.0,0.427,17.9,0.408,0.129,0.134,0.069,0.076,0.592,.476,.670,.413,.370,.356,.393,0.536,0.95,0.013,10,0.096,.364,1,0,6MOY-16
160,Ed Davis,26.0,POR,PF,81,0,1684.0,0.611,2.0,1.0,0.748,0.24,0.012,0.0,0.0,.611,.659,.469,.500,,,0.583,0.0,0.131,40,0.0,,0,0,6MOY-8
161,Shabazz Muhammad,23.0,MIN,SF,82,0,1682.0,0.465,9.6,0.777,0.373,0.232,0.094,0.078,0.223,.516,.650,.418,.359,.358,.289,0.615,1.0,0.093,60,0.421,.406,1,0,
162,Marco Belinelli,29.0,SAC,SG,68,7,1672.0,0.386,19.7,0.532,0.068,0.052,0.066,0.346,0.468,.456,.767,.303,.405,.427,.306,0.805,0.912,0.008,5,0.152,.400,5,0,
163,Corey Brewer,29.0,HOU,SF,82,12,1669.0,0.384,13.1,0.594,0.33,0.149,0.051,0.065,0.406,.460,.593,.268,.393,.278,.272,0.682,0.951,0.029,15,0.625,.293,9,0,
164,Ramon Sessions,29.0,WAS,PG,82,5,1667.0,0.473,8.6,0.813,0.434,0.216,0.105,0.057,0.188,.507,.576,.375,.468,.559,.324,0.426,0.889,0.029,15,0.243,.407,0,0,
165,J.J. Barea,31.0,DAL,PG,74,16,1667.0,0.446,13.5,0.634,0.193,0.243,0.113,0.086,0.366,.481,.591,.405,.525,.393,.385,0.189,0.57,0.0,0,0.146,.342,1,0,6MOY-12
166,Marcus Smart,21.0,BOS,PG,61,10,1667.0,0.348,14.4,0.544,0.291,0.146,0.053,0.055,0.456,.427,.513,.312,.393,.310,.253,0.39,0.738,0.013,5,0.245,.203,4,0,
167,Kyrie Irving,23.0,CLE,PG,53,53,1667.0,0.448,13.2,0.702,0.243,0.164,0.131,0.166,0.298,.502,.584,.403,.504,.473,.321,0.206,0.595,0.001,1,0.218,.386,0,0,
168,Wesley Johnson,28.0,LAC,SF,80,9,1666.0,0.404,18.9,0.4,0.14,0.037,0.047,0.177,0.6,.510,.708,.474,.458,.374,.333,0.867,0.981,0.045,20,0.424,.420,0,0,
169,Patty Mills,27.0,SAS,PG,81,3,1662.0,0.425,18.7,0.477,0.142,0.028,0.034,0.273,0.523,.469,.655,.294,.429,.395,.384,0.438,0.846,0.0,0,0.253,.370,2,0,
170,Michael Carter-Williams,24.0,MIL,PG,54,37,1649.0,0.452,8.6,0.901,0.351,0.27,0.135,0.144,0.099,.472,.569,.460,.347,.375,.273,0.36,0.733,0.05,24,0.255,.357,1,0,
171,Nikola Mirotić,24.0,CHI,PF,66,38,1646.0,0.407,17.3,0.432,0.21,0.074,0.053,0.095,0.568,.430,.602,.222,.156,.362,.390,0.69,0.948,0.021,11,0.228,.443,2,0,
172,Randy Foye,32.0,2TM,SG,81,8,1642.0,0.351,17.3,0.481,0.195,0.079,0.029,0.178,0.519,.405,.553,.289,.286,.314,.300,0.255,0.693,0.002,1,0.264,.303,2,0,
172,Randy Foye,32.0,DEN,SG,54,7,1070.0,0.351,17.2,0.492,0.198,0.087,0.027,0.18,0.508,.409,.530,.276,.222,.367,.296,0.254,0.64,0.003,1,0.213,.333,2,0,
172,Randy Foye,32.0,OKC,SG,27,1,572.0,0.349,17.5,0.456,0.188,0.06,0.034,0.174,0.544,.397,.607,.333,.400,.192,.309,0.259,0.8,0.0,0,0.37,.267,0,0,
173,Luis Scola,35.0,TOR,PF,76,76,1636.0,0.45,11.6,0.731,0.268,0.249,0.074,0.14,0.269,.467,.613,.403,.341,.369,.404,0.603,0.985,0.002,1,0.497,.475,0,0,
174,Trevor Booker,28.0,UTA,PF,79,2,1632.0,0.49,5.8,0.894,0.601,0.186,0.039,0.07,0.106,.513,.635,.306,.133,.222,.293,0.596,1.0,0.168,61,0.78,.344,1,0,
175,Alonzo Gee,28.0,NOP,SF,73,38,1632.0,0.518,8.2,0.765,0.561,0.082,0.035,0.078,0.235,.590,.699,.286,.111,.350,.283,0.687,1.0,0.282,65,0.9,.296,0,0,
176,Markieff Morris,26.0,2TM,PF,64,45,1629.0,0.425,12.8,0.784,0.258,0.142,0.182,0.202,0.216,.458,.600,.353,.435,.372,.303,0.605,0.979,0.075,49,0.142,.318,2,1,
176,Markieff Morris,26.0,PHO,PF,37,24,917.0,0.397,11.6,0.824,0.283,0.165,0.181,0.195,0.176,.420,.549,.310,.410,.333,.289,0.523,1.0,0.063,23,0.079,.167,1,0,
176,Markieff Morris,26.0,WAS,PF,27,21,712.0,0.467,14.0,0.725,0.22,0.108,0.185,0.213,0.275,.524,.698,.452,.472,.426,.316,0.716,0.96,0.094,26,0.203,.375,1,1,
177,Dennis Schröder,22.0,ATL,PG,80,6,1621.0,0.421,12.6,0.694,0.371,0.078,0.063,0.182,0.306,.465,.528,.344,.388,.415,.322,0.23,0.727,0.005,2,0.109,.346,4,0,6MOY-9
178,Tony Allen,34.0,MEM,SG,64,57,1620.0,0.458,6.3,0.91,0.582,0.168,0.047,0.113,0.09,.468,.575,.203,.364,.358,.357,0.58,0.933,0.051,23,0.714,.367,0,0,"DPOY-8,DEF2"
179,Tyson Chandler,33.0,PHO,C,66,60,1618.0,0.583,2.8,0.997,0.768,0.124,0.038,0.067,0.003,.585,.685,.333,.167,.143,.000,0.667,0.0,0.373,103,0.0,,1,0,
180,Wayne Ellington,28.0,BRK,SG,76,41,1615.0,0.389,18.3,0.522,0.123,0.045,0.061,0.294,0.478,.416,.609,.320,.353,.364,.358,0.574,0.865,0.011,6,0.332,.393,1,0,
181,T.J. McConnell,23.0,PHI,PG,81,17,1606.0,0.47,12.4,0.808,0.19,0.244,0.241,0.134,0.192,.499,.580,.478,.500,.419,.348,0.198,0.613,0.0,0,0.18,.438,5,0,
182,Lavoy Allen,26.0,IND,PF,79,28,1599.0,0.516,7.6,1.0,0.381,0.273,0.103,0.243,0.0,.516,.709,.446,.289,.389,,0.691,0.0,0.081,28,0.0,,0,0,
183,Jahlil Okafor,20.0,PHI,C,53,48,1591.0,0.508,6.3,0.992,0.394,0.327,0.192,0.079,0.008,.511,.675,.463,.353,.274,.167,0.412,1.0,0.058,40,0.167,.000,0,0,ROY-5
184,Gerald Green,30.0,MIA,SG,69,14,1557.0,0.392,16.8,0.557,0.148,0.075,0.135,0.199,0.443,.446,.586,.318,.494,.359,.323,0.527,0.929,0.046,22,0.335,.333,1,0,
185,Jonas Valančiūnas,23.0,TOR,C,60,59,1557.0,0.565,4.2,1.0,0.543,0.312,0.084,0.062,0.0,.565,.646,.473,.489,.424,,0.611,0.0,0.112,53,0.0,,0,0,
186,Andre Roberson,24.0,OKC,SG,70,70,1553.0,0.496,9.8,0.624,0.533,0.077,0.007,0.007,0.376,.608,.637,.524,.000,.000,.311,0.712,0.969,0.157,40,0.748,.364,1,0,
187,Tim Duncan,39.0,SAS,C,61,60,1536.0,0.488,7.2,0.995,0.324,0.406,0.088,0.179,0.005,.490,.671,.458,.385,.278,.000,0.684,0.0,0.011,4,0.0,,1,0,
188,Shaun Livingston,30.0,GSW,PG,78,3,1520.0,0.536,9.2,0.968,0.259,0.201,0.404,0.106,0.032,.548,.724,.434,.523,.425,.167,0.473,1.0,0.106,36,0.667,.250,1,0,6MOY-11
189,Darrell Arthur,27.0,DEN,PF,70,16,1516.0,0.452,14.6,0.761,0.209,0.096,0.115,0.342,0.239,.473,.569,.362,.446,.455,.385,0.784,1.0,0.045,19,0.282,.364,2,0,
190,Jordan Hill,28.0,IND,C,73,11,1513.0,0.506,8.0,0.998,0.332,0.281,0.148,0.237,0.002,.507,.659,.474,.506,.338,.000,0.561,0.0,0.067,35,1.0,.000,0,0,
191,Jerryd Bayless,27.0,MIL,SG,52,18,1505.0,0.423,17.5,0.471,0.149,0.101,0.069,0.156,0.529,.408,.492,.295,.400,.397,.437,0.393,0.901,0.011,4,0.286,.439,2,0,
192,Raul Neto,23.0,UTA,PG,81,53,1499.0,0.431,14.1,0.612,0.237,0.153,0.115,0.108,0.388,.453,.586,.328,.354,.444,.395,0.233,0.797,0.002,1,0.37,.417,3,0,
193,Kosta Koufos,26.0,SAC,C,78,14,1482.0,0.532,4.4,1.0,0.376,0.541,0.077,0.005,0.0,.532,.695,.450,.324,.000,,0.742,0.0,0.063,27,0.0,,0,0,
194,Eric Gordon,27.0,NOP,SG,45,44,1481.0,0.418,16.3,0.467,0.225,0.096,0.033,0.116,0.533,.457,.524,.358,.500,.391,.384,0.441,0.85,0.022,10,0.153,.289,0,0,
195,Clint Capela,21.0,HOU,C,77,35,1471.0,0.582,1.7,0.997,0.786,0.209,0.0,0.003,0.003,.583,.660,.301,,.000,.000,0.667,0.0,0.277,98,0.0,,1,0,
196,Austin Rivers,23.0,LAC,SG,67,7,1464.0,0.438,13.4,0.641,0.277,0.165,0.079,0.12,0.359,.495,.615,.447,.341,.387,.335,0.341,0.823,0.006,2,0.216,.400,1,0,
197,C.J. Miles,28.0,IND,SF,64,24,1464.0,0.409,18.5,0.39,0.158,0.071,0.055,0.104,0.61,.474,.560,.378,.486,.409,.367,0.487,0.915,0.027,12,0.155,.467,2,0,
198,Tayshaun Prince,35.0,MIN,SF,77,44,1462.0,0.445,14.5,0.9,0.127,0.14,0.127,0.507,0.1,.476,.759,.375,.483,.431,.174,0.745,1.0,0.022,5,0.957,.182,0,0,
199,Maurice Harkless,22.0,POR,SF,78,14,1457.0,0.474,9.7,0.659,0.501,0.117,0.012,0.029,0.341,.576,.660,.292,.400,.333,.279,0.558,0.949,0.17,61,0.486,.265,1,0,
200,Andrew Bogut,31.0,GSW,C,70,66,1451.0,0.627,2.7,0.996,0.677,0.258,0.047,0.014,0.004,.626,.757,.375,.231,.250,1.000,0.764,0.0,0.297,78,0.0,,0,0,
201,JaMychal Green,25.0,MEM,PF,78,15,1446.0,0.465,8.6,0.909,0.481,0.137,0.067,0.224,0.091,.478,.563,.353,.455,.378,.333,0.665,1.0,0.133,53,0.644,.379,1,0,
202,Ben McLemore,22.0,SAC,SG,68,53,1443.0,0.429,14.2,0.593,0.262,0.138,0.053,0.141,0.407,.474,.689,.238,.500,.297,.362,0.68,0.925,0.053,21,0.389,.347,0,0,
203,Derrick Williams,24.0,NYK,SF,80,9,1435.0,0.45,11.3,0.735,0.391,0.096,0.094,0.154,0.265,.506,.633,.296,.453,.345,.293,0.59,0.864,0.087,47,0.353,.415,2,0,
204,Gerald Henderson,28.0,POR,SG,72,0,1431.0,0.439,14.9,0.743,0.157,0.096,0.183,0.304,0.257,.468,.747,.314,.412,.410,.353,0.5,0.958,0.043,22,0.529,.444,0,0,
205,Mario Hezonja,20.0,ORL,SF,79,9,1413.0,0.433,16.9,0.541,0.203,0.081,0.05,0.206,0.459,.504,.659,.412,.476,.395,.349,0.526,0.836,0.053,19,0.182,.429,4,0,
206,Willie Cauley-Stein,22.0,SAC,C,66,39,1412.0,0.563,3.7,0.994,0.602,0.271,0.065,0.056,0.006,.567,.667,.457,.364,.263,.000,0.759,0.0,0.286,81,1.0,.000,0,0,
207,Ty Lawson,28.0,2TM,PG,66,13,1411.0,0.393,13.8,0.695,0.237,0.102,0.121,0.234,0.305,.419,.571,.389,.395,.289,.333,0.214,0.806,0.0,0,0.194,.381,3,0,
207,Ty Lawson,28.0,HOU,PG,53,12,1176.0,0.387,14.9,0.672,0.216,0.111,0.111,0.233,0.328,.415,.581,.344,.406,.299,.330,0.238,0.839,0.0,0,0.191,.389,2,0,
207,Ty Lawson,28.0,IND,PG,13,1,235.0,0.418,12.7,0.791,0.328,0.06,0.164,0.239,0.209,.434,.545,.750,.364,.250,.357,0.13,0.6,0.0,0,0.214,.333,1,0,
208,David West,35.0,SAS,PF,78,19,1404.0,0.545,10.1,0.984,0.257,0.23,0.152,0.346,0.016,.546,.713,.485,.500,.484,.429,0.784,1.0,0.029,11,0.143,.000,0,0,
209,Kelly Olynyk,24.0,BOS,C,69,8,1395.0,0.455,12.8,0.622,0.356,0.113,0.056,0.097,0.378,.486,.657,.238,.323,.241,.405,0.619,0.953,0.018,10,0.11,.609,0,0,
210,Boris Diaw,33.0,SAS,PF,76,4,1386.0,0.527,8.7,0.82,0.394,0.277,0.073,0.076,0.18,.564,.662,.547,.250,.414,.362,0.48,0.96,0.0,0,0.072,.200,1,0,6MOY-12
211,Trey Lyles,20.0,UTA,PF,80,33,1382.0,0.438,12.8,0.706,0.236,0.181,0.126,0.165,0.294,.461,.573,.392,.418,.403,.383,0.585,0.959,0.039,15,0.547,.443,1,0,
212,Mario Chalmers,29.0,2TM,PG,61,7,1373.0,0.41,12.8,0.664,0.32,0.203,0.056,0.086,0.336,.461,.528,.411,.360,.395,.309,0.213,0.739,0.002,0,0.255,.263,4,0,
212,Mario Chalmers,29.0,MIA,PG,6,0,120.0,0.313,13.3,0.656,0.313,0.188,0.031,0.125,0.344,.429,.500,.167,1.000,.500,.091,0.222,1.0,0.0,0,0.636,.143,1,0,
212,Mario Chalmers,29.0,MEM,PG,55,7,1253.0,0.417,12.2,0.665,0.32,0.204,0.058,0.083,0.335,.464,.530,.429,.333,.382,.326,0.213,0.733,0.002,0,0.225,.290,3,0,
213,Lance Stephenson,25.0,2TM,SF,69,13,1372.0,0.481,10.6,0.835,0.386,0.154,0.101,0.194,0.165,.500,.661,.315,.396,.380,.385,0.253,0.733,0.027,11,0.321,.280,1,0,
213,Lance Stephenson,25.0,LAC,SF,43,10,680.0,0.494,12.3,0.717,0.367,0.078,0.084,0.187,0.283,.529,.705,.308,.357,.355,.404,0.27,0.789,0.036,5,0.447,.333,1,0,
213,Lance Stephenson,25.0,MEM,SF,26,3,692.0,0.474,8.9,0.899,0.396,0.195,0.11,0.198,0.101,.487,.639,.317,.412,.393,.355,0.244,0.636,0.023,6,0.129,.000,0,0,
214,Myles Turner,19.0,IND,C,60,30,1367.0,0.498,10.8,0.974,0.292,0.13,0.189,0.364,0.026,.506,.690,.464,.400,.425,.214,0.797,1.0,0.053,26,0.143,.500,0,0,ROY-8
215,Trey Burke,23.0,UTA,PG,64,0,1366.0,0.413,16.2,0.596,0.159,0.117,0.118,0.202,0.404,.460,.525,.392,.480,.438,.344,0.144,0.909,0.0,0,0.215,.345,6,0,
216,Brandon Bass,30.0,LAL,PF,66,0,1342.0,0.549,5.1,0.994,0.596,0.132,0.151,0.114,0.006,.552,.667,.381,.396,.361,.000,0.764,0.0,0.287,86,0.0,,0,0,
217,Anthony Tolliver,30.0,DET,PF,72,5,1341.0,0.386,21.3,0.181,0.099,0.021,0.021,0.042,0.819,.500,.667,.143,.429,.286,.360,0.767,0.99,0.018,6,0.32,.379,0,0,
218,Meyers Leonard,23.0,POR,PF,61,10,1333.0,0.448,18.0,0.476,0.103,0.097,0.124,0.149,0.524,.527,.533,.548,.500,.523,.377,0.752,1.0,0.025,9,0.127,.345,2,0,
219,Timofey Mozgov,29.0,CLE,C,76,48,1326.0,0.565,4.7,0.981,0.61,0.178,0.103,0.089,0.019,.574,.689,.391,.297,.469,.143,0.851,1.0,0.251,78,0.857,.167,0,0,
220,Richard Jefferson,35.0,CLE,SF,74,5,1326.0,0.458,16.1,0.446,0.231,0.08,0.054,0.08,0.554,.554,.750,.320,.353,.360,.382,0.714,0.955,0.054,15,0.486,.440,0,0,
221,Donald Sloan,28.0,BRK,PG,61,33,1318.0,0.44,11.8,0.717,0.391,0.103,0.057,0.166,0.283,.462,.562,.333,.250,.379,.384,0.31,0.868,0.003,1,0.283,.429,2,0,
222,Iman Shumpert,25.0,CLE,SG,54,5,1316.0,0.374,16.7,0.521,0.197,0.069,0.072,0.184,0.479,.447,.600,.143,.227,.482,.295,0.507,0.977,0.056,12,0.404,.288,3,0,
223,Lance Thomas,27.0,NYK,PF,59,5,1313.0,0.442,13.4,0.715,0.217,0.183,0.105,0.209,0.285,.458,.578,.357,.450,.425,.404,0.592,0.909,0.026,10,0.541,.390,1,0,
224,P.J. Hairston,23.0,2TM,SF,66,52,1313.0,0.355,16.9,0.409,0.218,0.069,0.042,0.081,0.591,.449,.596,.286,.235,.303,.290,0.613,0.971,0.02,5,0.257,.306,0,0,
224,P.J. Hairston,23.0,CHO,SF,48,43,938.0,0.359,17.8,0.377,0.207,0.054,0.036,0.08,0.623,.433,.544,.200,.300,.364,.314,0.756,0.981,0.014,2,0.273,.340,0,0,
224,P.J. Hairston,23.0,MEM,SF,18,9,375.0,0.348,16.0,0.477,0.242,0.098,0.053,0.083,0.523,.476,.688,.385,.143,.182,.232,0.4,0.938,0.03,3,0.217,.200,0,0,
225,Tony Snell,24.0,CHI,SF,64,33,1301.0,0.372,15.6,0.543,0.204,0.162,0.035,0.142,0.457,.380,.478,.273,.667,.292,.361,0.457,0.946,0.038,10,0.232,.306,1,0,
226,Devin Harris,32.0,DAL,PG,64,0,1280.0,0.447,14.3,0.578,0.316,0.104,0.051,0.107,0.422,.532,.653,.333,.474,.400,.329,0.47,0.923,0.0,0,0.392,.419,6,0,
227,Rodney Stuckey,29.0,IND,PG,58,1,1275.0,0.413,12.4,0.813,0.287,0.129,0.129,0.271,0.187,.453,.575,.368,.404,.383,.241,0.405,0.85,0.002,0,0.41,.206,3,0,
228,Luc Mbah a Moute,29.0,LAC,PF,75,61,1274.0,0.454,8.2,0.807,0.536,0.116,0.029,0.126,0.193,.485,.541,.458,.000,.385,.325,0.901,1.0,0.063,10,0.9,.333,0,0,
229,Larry Nance Jr.,23.0,LAL,PF,63,22,1266.0,0.527,8.1,0.967,0.463,0.15,0.097,0.257,0.033,.541,.683,.467,.345,.403,.100,0.739,1.0,0.197,53,0.5,.200,2,0,
230,Jerian Grant,23.0,NYK,PG,76,6,1265.0,0.394,11.3,0.744,0.368,0.138,0.107,0.13,0.256,.454,.521,.426,.381,.353,.220,0.333,0.727,0.015,6,0.11,.455,1,0,
231,E'Twaun Moore,26.0,CHI,SG,59,22,1263.0,0.481,12.9,0.733,0.177,0.26,0.131,0.165,0.267,.491,.652,.485,.412,.391,.452,0.436,0.915,0.015,6,0.452,.468,0,0,
232,Toney Douglas,29.0,NOP,PG,61,18,1262.0,0.411,16.1,0.544,0.2,0.101,0.106,0.139,0.456,.421,.584,.333,.234,.403,.399,0.402,0.679,0.0,0,0.187,.526,1,0,
233,Jason Terry,38.0,HOU,SG,72,7,1258.0,0.402,19.6,0.306,0.072,0.093,0.072,0.069,0.694,.504,.704,.514,.407,.385,.356,0.397,0.903,0.0,0,0.418,.376,1,0,
234,Jon Leuer,26.0,PHO,PF,67,27,1255.0,0.481,11.3,0.764,0.305,0.18,0.137,0.142,0.236,.511,.725,.345,.422,.348,.382,0.604,1.0,0.088,38,0.145,.188,1,0,
235,Kyle Anderson,22.0,SAS,SF,78,11,1245.0,0.468,11.5,0.875,0.217,0.2,0.251,0.21,0.125,.488,.609,.373,.500,.452,.324,0.484,1.0,0.034,9,0.865,.375,0,0,
236,Joe Ingles,28.0,UTA,SF,81,2,1241.0,0.426,20.1,0.278,0.12,0.031,0.017,0.11,0.722,.531,.743,.333,.800,.313,.386,0.372,0.901,0.007,2,0.367,.494,1,0,
237,Aron Baynes,29.0,DET,C,81,1,1233.0,0.505,5.4,0.995,0.456,0.318,0.117,0.104,0.005,.508,.606,.434,.400,.425,.000,0.753,0.0,0.112,39,0.5,.000,0,0,
238,Paul Pierce,38.0,LAC,SF,68,38,1231.0,0.363,19.6,0.39,0.068,0.055,0.121,0.146,0.61,.445,.407,.318,.438,.517,.310,0.493,0.96,0.003,1,0.112,.222,0,0,
239,Jeremy Lamb,23.0,CHO,SG,66,0,1227.0,0.451,13.7,0.645,0.292,0.118,0.096,0.137,0.355,.529,.631,.450,.367,.500,.309,0.466,0.786,0.027,11,0.138,.320,1,0,
240,Ronnie Price,32.0,PHO,PG,62,18,1211.0,0.384,19.1,0.351,0.142,0.06,0.046,0.106,0.649,.453,.628,.278,.429,.313,.347,0.083,0.868,0.02,6,0.276,.463,1,0,
241,Channing Frye,32.0,2TM,C,70,32,1200.0,0.438,19.4,0.323,0.112,0.069,0.037,0.098,0.677,.545,.641,.500,.462,.500,.387,0.738,0.989,0.035,11,0.221,.365,0,0,
241,Channing Frye,32.0,ORL,PF,44,29,754.0,0.435,19.2,0.349,0.14,0.059,0.022,0.124,0.651,.508,.615,.364,.500,.478,.397,0.758,0.979,0.048,8,0.215,.346,0,0,
241,Channing Frye,32.0,CLE,C,26,3,446.0,0.441,19.7,0.292,0.081,0.081,0.056,0.068,0.708,.596,.692,.615,.444,.545,.377,0.714,1.0,0.019,3,0.228,.385,0,0,
242,Norris Cole,27.0,NOP,PG,45,23,1198.0,0.405,14.1,0.789,0.209,0.124,0.105,0.351,0.211,.427,.495,.400,.431,.394,.324,0.258,0.879,0.01,5,0.186,.474,0,0,
243,Jason Smith,29.0,ORL,C,76,2,1181.0,0.485,15.0,0.968,0.137,0.058,0.121,0.652,0.032,.493,.580,.379,.574,.470,.250,0.888,1.0,0.008,4,0.438,.429,0,0,
244,Ömer Aşık,29.0,NOP,C,68,64,1178.0,0.533,1.5,1.0,0.851,0.133,0.015,0.005,0.0,.533,.590,.231,.000,.000,,0.712,0.0,0.231,43,0.0,,0,0,
245,D.J. Augustin,28.0,2TM,PG,62,0,1178.0,0.423,15.5,0.52,0.26,0.106,0.071,0.08,0.48,.440,.516,.270,.480,.393,.405,0.175,0.632,0.0,0,0.22,.514,3,1,
245,D.J. Augustin,28.0,OKC,PG,34,0,519.0,0.38,15.7,0.496,0.256,0.099,0.033,0.107,0.504,.367,.452,.250,.000,.385,.393,0.227,0.75,0.0,0,0.246,.400,1,0,
245,D.J. Augustin,28.0,DEN,PG,28,0,659.0,0.445,15.3,0.533,0.262,0.109,0.092,0.066,0.467,.475,.550,.280,.571,.400,.411,0.155,0.568,0.0,0,0.206,.591,2,1,
246,Jonas Jerebko,28.0,BOS,PF,78,0,1176.0,0.413,13.0,0.622,0.343,0.136,0.035,0.108,0.378,.421,.531,.308,.300,.258,.398,0.693,1.0,0.035,8,0.343,.405,1,0,
247,Noah Vonleh,20.0,POR,PF,78,56,1174.0,0.421,9.3,0.835,0.417,0.191,0.054,0.173,0.165,.457,.603,.283,.467,.292,.239,0.528,1.0,0.129,33,0.304,.286,0,0,
248,Blake Griffin,26.0,LAC,PF,35,35,1170.0,0.499,11.2,0.97,0.292,0.151,0.07,0.458,0.03,.504,.739,.484,.357,.384,.333,0.641,0.667,0.061,36,0.167,.000,0,0,
249,JaKarr Sampson,22.0,2TM,SF,73,40,1160.0,0.442,8.3,0.801,0.451,0.256,0.057,0.041,0.199,.496,.657,.284,.333,.231,.222,0.563,0.857,0.107,26,0.444,.214,0,0,
249,JaKarr Sampson,22.0,PHI,SF,47,18,691.0,0.426,7.4,0.832,0.441,0.302,0.054,0.035,0.168,.476,.697,.246,.182,.143,.176,0.525,0.667,0.079,11,0.412,.143,0,0,
249,JaKarr Sampson,22.0,DEN,SF,26,22,469.0,0.47,9.1,0.748,0.47,0.174,0.061,0.052,0.252,.535,.593,.400,.571,.333,.276,0.63,1.0,0.157,15,0.483,.286,0,0,
250,Mike Scott,27.0,ATL,PF,75,0,1146.0,0.468,13.7,0.58,0.263,0.157,0.093,0.066,0.42,.523,.636,.458,.571,.160,.392,0.851,0.968,0.064,16,0.222,.286,0,0,
251,Manu Ginóbili,38.0,SAS,SG,58,0,1134.0,0.453,13.9,0.589,0.278,0.138,0.087,0.085,0.411,.496,.537,.450,.395,.541,.391,0.543,0.914,0.005,2,0.128,.522,1,0,
252,Archie Goodwin,21.0,PHO,PG,57,13,1114.0,0.417,8.9,0.765,0.526,0.13,0.021,0.088,0.235,.474,.577,.145,.444,.351,.232,0.346,0.696,0.064,24,0.162,.125,1,0,
253,Marcus Thornton,28.0,2TM,SG,61,8,1109.0,0.399,16.7,0.502,0.192,0.116,0.079,0.113,0.498,.460,.587,.333,.419,.410,.337,0.424,0.857,0.0,0,0.211,.386,4,0,
253,Marcus Thornton,28.0,HOU,SG,47,6,885.0,0.4,16.2,0.503,0.193,0.12,0.078,0.113,0.497,.461,.560,.346,.353,.490,.338,0.416,0.849,0.0,0,0.204,.409,3,0,
253,Marcus Thornton,28.0,WAS,SG,14,2,224.0,0.393,17.1,0.495,0.187,0.103,0.084,0.112,0.505,.453,.700,.273,.667,.083,.333,0.458,0.889,0.0,0,0.241,.308,1,0,
254,Aaron Brooks,31.0,CHI,PG,69,0,1108.0,0.401,14.4,0.606,0.237,0.186,0.102,0.083,0.394,.430,.468,.425,.396,.359,.357,0.09,0.576,0.0,0,0.086,.375,4,0,
255,Josh Richardson,22.0,MIA,SG,52,2,1107.0,0.452,14.9,0.577,0.228,0.107,0.11,0.132,0.423,.446,.613,.310,.267,.417,.461,0.414,0.962,0.055,14,0.348,.550,0,0,
256,Bobby Portis,20.0,CHI,PF,62,4,1102.0,0.427,10.5,0.881,0.321,0.197,0.11,0.25,0.119,.443,.586,.372,.250,.404,.308,0.629,0.938,0.069,24,0.154,.000,1,0,
257,Al Jefferson,31.0,CHO,C,47,18,1096.0,0.485,7.9,1.0,0.271,0.341,0.25,0.139,0.0,.485,.642,.407,.405,.514,,0.555,0.0,0.028,13,0.0,,0,0,
258,Kevin Martin,32.0,2TM,SG,55,13,1095.0,0.372,15.0,0.675,0.16,0.126,0.158,0.234,0.325,.378,.582,.340,.288,.316,.360,0.542,0.939,0.033,13,0.162,.500,0,0,
258,Kevin Martin,32.0,MIN,SG,39,12,834.0,0.377,15.2,0.692,0.153,0.123,0.156,0.26,0.308,.381,.608,.341,.308,.310,.369,0.557,0.947,0.039,12,0.146,.467,0,0,
258,Kevin Martin,32.0,SAS,SG,16,1,261.0,0.353,14.9,0.612,0.188,0.141,0.165,0.129,0.388,.365,.500,.333,.214,.364,.333,0.474,0.909,0.012,1,0.212,.571,0,0,
259,Nenê,33.0,WAS,PF,57,11,1094.0,0.544,6.9,0.992,0.474,0.18,0.125,0.214,0.008,.549,.698,.449,.396,.390,.000,0.641,0.0,0.112,39,0.667,.000,0,0,
260,O.J. Mayo,28.0,MIL,SG,41,24,1090.0,0.371,17.4,0.495,0.15,0.081,0.1,0.165,0.505,.421,.479,.192,.375,.509,.321,0.522,0.962,0.0,0,0.278,.244,0,0,
261,Leandro Barbosa,33.0,GSW,SG,68,0,1079.0,0.462,11.8,0.703,0.368,0.127,0.073,0.132,0.297,.508,.632,.255,.296,.531,.355,0.682,0.974,0.003,1,0.309,.500,1,0,
262,Nemanja Bjelica,27.0,MIN,PF,60,0,1075.0,0.468,15.0,0.468,0.281,0.136,0.013,0.038,0.532,.564,.727,.344,.333,.222,.384,0.677,0.896,0.026,6,0.096,.500,0,0,
263,T.J. Warren,22.0,PHO,SF,47,4,1070.0,0.501,10.8,0.841,0.274,0.202,0.204,0.161,0.159,.520,.678,.438,.489,.394,.400,0.653,0.929,0.043,19,0.543,.447,2,0,
264,Eric Bledsoe,26.0,PHO,PG,31,31,1059.0,0.453,12.8,0.738,0.264,0.161,0.093,0.22,0.262,.482,.585,.367,.543,.417,.372,0.143,0.479,0.01,4,0.109,.143,0,0,
265,Shelvin Mack,25.0,2TM,PG,52,27,1058.0,0.439,12.3,0.699,0.217,0.28,0.092,0.113,0.301,.493,.689,.440,.395,.319,.312,0.294,0.667,0.0,0,0.304,.395,0,0,
