ranker,name_display,age,team_name_abbr,pos,games,games_started,mp,fg_pct,avg_dist,pct_fga_fg2a,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pct_fga_fg3a,fg_pct_fg2a,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg_pct_fg3a,pct_ast_fg2,pct_ast_fg3,pct_fga_dunk,fg_dunk,pct_fg3a_corner3,fg_pct_corner3,fg3a_heave,fg3_heave,awards
362,Andre Miller,39.0,2TM,PG,39,4,461.0,0.557,8.4,0.925,0.462,0.179,0.208,0.075,0.075,.582,.612,.579,.500,.625,.250,0.333,1.0,0.0,0,0.125,.000,3,0,
362,Andre Miller,39.0,MIN,PG,26,0,280.0,0.621,8.5,0.931,0.534,0.138,0.19,0.069,0.069,.648,.677,.625,.545,.750,.250,0.371,1.0,0.0,0,0.0,,3,0,
362,Andre Miller,39.0,SAS,PG,13,4,181.0,0.479,8.4,0.917,0.375,0.229,0.229,0.083,0.083,.500,.500,.545,.455,.500,.250,0.273,1.0,0.0,0,0.25,.000,0,0,
363,Greivis Vásquez,29.0,MIL,PG,23,0,460.0,0.326,16.9,0.471,0.174,0.13,0.072,0.094,0.529,.415,.458,.278,.600,.385,.247,0.444,0.667,0.0,0,0.137,.200,2,0,
364,Ryan Hollins,31.0,2TM,C,37,12,460.0,0.62,4.4,1.0,0.633,0.304,0.038,0.025,0.0,.620,.700,.458,1.000,.000,,0.714,0.0,0.354,24,0.0,,0,0,
364,Ryan Hollins,31.0,WAS,C,5,3,48.0,0.571,6.3,1.0,0.429,0.286,0.143,0.143,0.0,.571,.667,.500,1.000,.000,,0.75,0.0,0.143,1,0.0,,0,0,
364,Ryan Hollins,31.0,MEM,C,32,9,412.0,0.625,2.4,1.0,0.653,0.306,0.028,0.014,0.0,.625,.702,.455,1.000,.000,,0.711,0.0,0.375,23,0.0,,0,0,
365,J.J. Hickson,27.0,2TM,C,35,9,436.0,0.516,5.2,0.994,0.561,0.213,0.135,0.084,0.006,.519,.690,.303,.286,.308,.000,0.713,0.0,0.187,29,0.0,,0,0,
365,J.J. Hickson,27.0,DEN,C,20,9,305.0,0.505,4.7,1.0,0.587,0.183,0.147,0.083,0.0,.505,.672,.250,.188,.444,,0.764,0.0,0.211,23,0.0,,0,0,
365,J.J. Hickson,27.0,WAS,C,15,0,131.0,0.543,5.7,0.978,0.5,0.283,0.109,0.087,0.022,.556,.739,.385,.600,.000,.000,0.6,0.0,0.13,6,0.0,,0,0,
366,Rasual Butler,36.0,SAS,SF,46,0,432.0,0.471,16.0,0.529,0.183,0.115,0.106,0.135,0.471,.618,.789,.250,.455,.786,.306,0.676,1.0,0.029,3,0.388,.316,0,0,
367,Reggie Bullock,24.0,DET,SF,37,0,429.0,0.439,16.6,0.459,0.204,0.051,0.112,0.092,0.541,.467,.550,.400,.364,.444,.415,0.619,1.0,0.02,2,0.491,.500,0,0,
368,Willie Reed,25.0,BRK,C,39,2,426.0,0.571,3.7,1.0,0.609,0.286,0.06,0.045,0.0,.571,.704,.421,.250,.167,,0.684,0.0,0.211,24,0.0,,0,0,
369,Jared Cunningham,24.0,2TM,SG,44,3,410.0,0.343,14.0,0.629,0.362,0.124,0.029,0.114,0.371,.364,.579,.000,.333,.083,.308,0.667,1.0,0.086,7,0.487,.421,1,0,
369,Jared Cunningham,24.0,CLE,SG,40,3,355.0,0.352,11.9,0.648,0.385,0.11,0.033,0.121,0.352,.373,.571,.000,.333,.091,.313,0.682,1.0,0.099,7,0.5,.438,0,0,
369,Jared Cunningham,24.0,MIL,SG,4,0,55.0,0.286,16.1,0.5,0.214,0.214,0.0,0.071,0.5,.286,.667,.000,,.000,.286,0.5,1.0,0.0,0,0.429,.333,1,0,
370,Chris Andersen,37.0,2TM,C,27,15,402.0,0.528,10.8,0.806,0.639,0.056,0.028,0.083,0.194,.586,.674,.000,.000,.500,.286,0.676,1.0,0.097,7,0.071,.000,0,0,
370,Chris Andersen,37.0,MIA,C,7,1,36.0,0.4,15.2,0.5,0.3,0.1,0.0,0.1,0.5,.400,.667,.000,,.000,.400,0.0,1.0,0.1,1,0.0,,0,0,
370,Chris Andersen,37.0,MEM,C,20,14,366.0,0.548,6.4,0.855,0.694,0.048,0.032,0.081,0.145,.604,.674,.000,.000,.600,.222,0.719,1.0,0.097,6,0.111,.000,0,0,
371,Kendall Marshall,24.0,PHI,PG,30,6,400.0,0.364,16.4,0.585,0.169,0.127,0.119,0.169,0.415,.391,.550,.267,.429,.300,.327,0.296,0.875,0.0,0,0.224,.364,1,0,
372,Sergey Karasev,22.0,BRK,SF,40,5,399.0,0.405,17.2,0.5,0.203,0.068,0.081,0.149,0.5,.514,.600,.800,.167,.455,.297,0.632,1.0,0.0,0,0.27,.200,1,0,
373,Salah Mejri,29.0,DAL,C,34,6,397.0,0.628,1.7,0.987,0.859,0.103,0.0,0.026,0.013,.636,.716,.125,,.000,.000,0.755,0.0,0.423,31,0.0,,0,0,
374,Lamar Patterson,24.0,ATL,SG,35,0,395.0,0.35,17.3,0.388,0.25,0.025,0.05,0.063,0.613,.516,.650,.500,.250,.200,.245,0.75,0.917,0.0,0,0.265,.385,0,0,
375,Joe Young,23.0,IND,PG,41,0,384.0,0.367,14.7,0.728,0.207,0.136,0.071,0.32,0.272,.423,.571,.304,.333,.389,.217,0.173,0.7,0.03,4,0.196,.222,0,0,
376,Darrun Hilliard,22.0,DET,SG,38,2,383.0,0.397,15.9,0.618,0.214,0.099,0.076,0.237,0.382,.407,.571,.077,.400,.387,.380,0.424,0.895,0.015,2,0.4,.350,3,0,
377,Jarell Martin,21.0,MEM,PF,27,0,380.0,0.466,7.8,0.983,0.466,0.172,0.129,0.216,0.017,.474,.574,.350,.600,.280,.000,0.574,0.0,0.052,5,0.0,,1,0,
378,Montrezl Harrell,22.0,HOU,PF,39,1,379.0,0.644,3.4,0.989,0.667,0.233,0.022,0.067,0.011,.652,.750,.524,.000,.333,.000,0.638,0.0,0.311,26,0.0,,0,0,
379,Mike Miller,35.0,DEN,SF,47,2,373.0,0.355,22.2,0.161,0.032,0.065,0.032,0.032,0.839,.300,.500,.250,.500,.000,.365,0.667,0.842,0.0,0,0.192,.400,0,0,
380,JaVale McGee,28.0,DAL,C,34,2,370.0,0.575,3.6,0.993,0.664,0.179,0.067,0.082,0.007,.579,.719,.250,.111,.545,.000,0.701,0.0,0.388,49,0.0,,0,0,
381,Michael Beasley,27.0,HOU,PF,20,0,363.0,0.522,8.9,0.956,0.361,0.205,0.161,0.229,0.044,.531,.649,.476,.455,.447,.333,0.567,1.0,0.049,10,0.667,.333,0,0,
382,Chris McCullough,20.0,BRK,PF,24,4,362.0,0.404,14.0,0.688,0.303,0.092,0.055,0.229,0.312,.413,.545,.300,.167,.360,.382,0.71,0.923,0.119,11,0.235,.250,1,0,
383,Tyler Hansbrough,30.0,CHO,PF,44,0,343.0,0.451,3.5,0.958,0.606,0.31,0.028,0.014,0.042,.441,.581,.182,.500,.000,.667,0.567,1.0,0.141,9,0.0,,0,0,
384,James Ennis III,25.0,3TM,SF,22,5,329.0,0.478,16.0,0.487,0.372,0.044,0.009,0.062,0.513,.509,.595,.200,.000,.286,.448,0.714,0.885,0.097,10,0.276,.563,0,0,
384,James Ennis III,25.0,MIA,SF,3,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0,0.0,,0,0,
384,James Ennis III,25.0,MEM,SF,10,0,40.0,0.308,18.1,0.385,0.231,0.0,0.0,0.154,0.615,.400,.667,,,.000,.250,0.5,1.0,0.077,1,0.125,1.000,0,0,
384,James Ennis III,25.0,NOP,SF,9,5,282.0,0.5,13.8,0.5,0.39,0.05,0.01,0.05,0.5,.520,.590,.200,.000,.400,.480,0.731,0.875,0.1,9,0.3,.533,0,0,
385,Cristiano Felício,23.0,CHI,C,31,4,321.0,0.556,7.0,0.944,0.583,0.097,0.028,0.236,0.056,.588,.619,.571,.500,.529,.000,0.8,0.0,0.139,9,0.0,,0,0,
386,Robert Sacre,26.0,LAL,C,25,1,320.0,0.413,7.1,1.0,0.28,0.373,0.213,0.133,0.0,.413,.619,.143,.625,.400,,0.71,0.0,0.067,5,0.0,,0,0,
387,R.J. Hunter,22.0,BOS,SG,36,0,315.0,0.367,19.6,0.357,0.133,0.061,0.01,0.153,0.643,.486,.615,.333,1.000,.400,.302,0.647,0.842,0.031,3,0.365,.261,0,0,
388,Terry Rozier,21.0,BOS,PG,39,0,311.0,0.274,12.4,0.745,0.292,0.142,0.132,0.179,0.255,.291,.355,.200,.214,.316,.222,0.261,1.0,0.0,0,0.333,.333,0,0,
389,Drew Gooden,34.0,WAS,PF,30,0,305.0,0.32,15.3,0.602,0.243,0.087,0.107,0.175,0.398,.419,.480,.333,.364,.389,.171,0.423,1.0,0.019,1,0.146,.333,0,0,
390,Axel Toupane,23.0,DEN,SF,21,0,305.0,0.357,16.5,0.429,0.229,0.043,0.043,0.114,0.571,.400,.563,.000,.000,.375,.325,0.917,1.0,0.014,1,1.0,.325,0,0,
391,Jordan Hamilton,25.0,NOP,SF,11,4,304.0,0.422,14.0,0.612,0.293,0.121,0.086,0.112,0.388,.507,.647,.357,.300,.462,.289,0.389,0.769,0.017,2,0.156,.143,0,0,
392,Kostas Papanikolaou,25.0,DEN,SF,26,6,294.0,0.364,15.7,0.515,0.288,0.061,0.076,0.091,0.485,.412,.579,.000,.200,.333,.313,0.571,0.9,0.015,1,0.25,.250,1,0,
393,Jordan Farmar,29.0,MEM,PG,12,10,291.0,0.42,15.8,0.55,0.2,0.1,0.09,0.16,0.45,.473,.550,.300,.333,.563,.356,0.192,0.438,0.0,0,0.244,.364,0,0,
394,Phil Pressey,24.0,2TM,PG,23,0,283.0,0.385,9.8,0.769,0.462,0.115,0.051,0.141,0.231,.433,.583,.111,.500,.182,.222,0.115,0.5,0.038,1,0.056,.000,1,0,
394,Phil Pressey,24.0,PHI,PG,14,0,170.0,0.382,10.4,0.764,0.455,0.127,0.055,0.127,0.236,.405,.560,.000,.333,.286,.308,0.176,0.5,0.036,1,0.077,.000,1,0,
394,Phil Pressey,24.0,PHO,PG,9,0,113.0,0.391,9.3,0.783,0.478,0.087,0.043,0.174,0.217,.500,.636,.500,1.000,.000,.000,0.0,0.0,0.043,0,0.0,,0,0,
395,Bryce Dejean-Jones,23.0,NOP,SG,14,11,279.0,0.406,15.3,0.536,0.319,0.014,0.058,0.145,0.464,.432,.455,.000,.250,.500,.375,0.375,0.833,0.101,4,0.188,.333,0,0,
396,Damjan Rudež,29.0,MIN,SF,33,0,277.0,0.403,20.3,0.194,0.161,0.016,0.016,0.0,0.806,.667,.800,.000,.000,,.340,0.75,1.0,0.016,1,0.24,.250,1,0,
397,Henry Sims,25.0,BRK,C,14,4,263.0,0.429,7.8,1.0,0.416,0.195,0.195,0.182,0.0,.429,.531,.400,.333,.357,,0.879,0.0,0.039,3,0.0,,0,0,
398,James Michael McAdoo,23.0,GSW,PF,41,1,262.0,0.536,3.8,0.976,0.643,0.226,0.06,0.048,0.024,.537,.648,.105,.800,.750,.500,0.773,1.0,0.19,15,0.0,,0,0,
399,Udonis Haslem,35.0,MIA,PF,37,0,260.0,0.377,13.1,0.852,0.197,0.115,0.213,0.328,0.148,.423,.667,.571,.385,.250,.111,0.909,1.0,0.016,1,0.667,.167,0,0,
400,Jeremy Evans,28.0,DAL,SF,30,2,251.0,0.542,10.3,0.667,0.521,0.063,0.021,0.063,0.333,.688,.760,.333,.000,.667,.250,0.864,1.0,0.271,12,0.438,.143,0,0,
401,Devyn Marble,23.0,ORL,SG,28,0,249.0,0.296,15.8,0.549,0.239,0.07,0.07,0.169,0.451,.333,.529,.400,.000,.167,.250,0.462,1.0,0.0,0,0.25,.375,0,0,
402,Xavier Munford,23.0,MEM,SG,14,0,244.0,0.416,13.5,0.701,0.156,0.273,0.13,0.143,0.299,.426,.500,.429,.300,.455,.391,0.304,0.778,0.013,1,0.217,.400,0,0,
403,K.J. McDaniels,22.0,HOU,SF,37,1,235.0,0.403,11.0,0.653,0.403,0.139,0.056,0.056,0.347,.468,.552,.400,.250,.250,.280,0.545,0.857,0.153,10,0.36,.333,0,0,
404,Delon Wright,23.0,TOR,PG,27,1,229.0,0.45,8.2,0.838,0.513,0.188,0.063,0.088,0.163,.463,.561,.333,.200,.286,.385,0.161,0.2,0.013,1,0.154,.000,0,0,
405,Lucas Nogueira,23.0,TOR,C,29,1,225.0,0.636,3.1,0.932,0.818,0.068,0.023,0.023,0.068,.659,.722,.333,.000,.000,.333,0.963,1.0,0.409,17,0.0,,0,0,
406,Elton Brand,36.0,PHI,C,17,1,225.0,0.431,10.9,0.986,0.153,0.125,0.514,0.194,0.014,.437,.727,.444,.270,.643,.000,0.839,0.0,0.0,0,1.0,.000,0,0,
407,DeJuan Blair,26.0,WAS,C,29,0,218.0,0.412,8.2,0.985,0.382,0.25,0.221,0.132,0.015,.418,.538,.294,.400,.333,.000,0.821,0.0,0.0,0,0.0,,1,0,
408,Brandan Wright,28.0,MEM,PF,12,2,212.0,0.673,4.2,1.0,0.519,0.346,0.058,0.077,0.0,.673,.815,.556,.000,.750,,0.714,0.0,0.269,13,0.0,,0,0,
409,Matt Bonner,35.0,SAS,C,30,2,206.0,0.509,19.2,0.404,0.123,0.105,0.07,0.105,0.596,.609,.429,.833,.750,.500,.441,0.714,1.0,0.0,0,0.147,.400,1,0,
410,Michael Kidd-Gilchrist,22.0,CHO,SF,7,7,205.0,0.541,6.8,0.885,0.574,0.131,0.082,0.098,0.115,.556,.657,.250,.400,.500,.429,0.533,1.0,0.082,5,0.429,.333,0,0,
411,Lou Amundson,33.0,NYK,PF,29,0,204.0,0.358,4.8,1.0,0.566,0.226,0.113,0.094,0.0,.358,.533,.167,.000,.200,,0.632,0.0,0.038,2,0.0,,0,0,
412,James Young,20.0,BOS,SG,29,0,199.0,0.306,20.2,0.278,0.139,0.056,0.083,0.0,0.722,.500,.400,1.000,.333,,.231,0.6,1.0,0.0,0,0.423,.091,2,0,
413,Jordan McRae,24.0,2TM,PG,22,1,195.0,0.436,12.8,0.718,0.295,0.141,0.179,0.103,0.282,.429,.609,.182,.429,.250,.455,0.208,0.5,0.026,2,0.227,.400,0,0,
413,Jordan McRae,24.0,PHO,PG,7,0,82.0,0.423,14.6,0.577,0.308,0.038,0.115,0.115,0.423,.533,.625,.000,.667,.333,.273,0.25,0.667,0.077,2,0.273,.333,0,0,
413,Jordan McRae,24.0,CLE,PG,15,1,113.0,0.442,11.0,0.788,0.288,0.192,0.212,0.096,0.212,.390,.600,.200,.364,.200,.636,0.188,0.429,0.0,0,0.182,.500,0,0,
414,Greg Smith,25.0,MIN,PF,18,0,192.0,0.563,1.4,1.0,0.844,0.156,0.0,0.0,0.0,.563,.593,.400,,,,0.778,0.0,0.219,5,0.0,,0,0,
415,Alan Anderson,33.0,WAS,SG,13,0,192.0,0.356,18.7,0.373,0.153,0.085,0.102,0.034,0.627,.409,.556,.200,.333,.500,.324,0.333,1.0,0.0,0,0.216,.375,1,0,
416,Caron Butler,35.0,SAC,SF,17,1,176.0,0.424,18.8,0.695,0.034,0.051,0.153,0.458,0.305,.537,.500,.667,.667,.481,.167,0.636,1.0,0.0,0,0.278,.200,1,0,
417,Elijah Millsap,28.0,UTA,SG,20,0,173.0,0.282,9.4,0.692,0.513,0.128,0.0,0.051,0.308,.370,.500,.000,,.000,.083,0.5,1.0,0.026,0,0.5,.167,0,0,
418,Briante Weber,23.0,2TM,PG,7,4,169.0,0.359,9.2,0.872,0.103,0.256,0.231,0.282,0.128,.412,.750,.200,.333,.545,.000,0.214,0.0,0.0,0,0.0,,0,0,
418,Briante Weber,23.0,MEM,PG,6,4,166.0,0.342,13.4,0.868,0.105,0.237,0.237,0.289,0.132,.394,.750,.111,.333,.545,.000,0.231,0.0,0.0,0,0.0,,0,0,
418,Briante Weber,23.0,MIA,PG,1,0,3.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.000,,1.000,,,,0.0,0.0,0.0,0,0.0,,0,0,
419,C.J. Wilcox,25.0,LAC,SG,23,0,167.0,0.394,16.9,0.652,0.152,0.061,0.091,0.348,0.348,.395,.700,.000,.333,.348,.391,0.647,0.889,0.015,1,0.13,1.000,0,0,
420,Spencer Dinwiddie,22.0,DET,PG,12,0,159.0,0.352,9.9,0.815,0.333,0.185,0.148,0.13,0.185,.409,.611,.100,.375,.429,.100,0.111,0.0,0.019,1,0.0,,0,0,
421,Chris Copeland,31.0,MIL,PF,24,1,156.0,0.333,19.2,0.294,0.137,0.078,0.02,0.059,0.706,.467,.714,.500,.000,.000,.278,0.571,1.0,0.0,0,0.222,.125,0,0,
422,Damien Inglis,20.0,MIL,SF,20,1,156.0,0.351,13.7,0.649,0.351,0.081,0.135,0.081,0.351,.417,.615,.333,.200,.000,.231,0.7,0.667,0.054,2,0.385,.400,1,0,
423,Nikola Peković,30.0,MIN,C,12,3,156.0,0.38,4.5,1.0,0.36,0.6,0.04,0.0,0.0,.380,.500,.300,.500,,,0.842,0.0,0.0,0,0.0,,0,0,
424,Cleanthony Early,24.0,NYK,SF,17,2,154.0,0.3,15.3,0.625,0.25,0.075,0.025,0.275,0.375,.320,.500,.333,.000,.182,.267,0.625,1.0,0.0,0,0.4,.000,0,0,
425,Jarell Eddie,24.0,WAS,SF,26,0,147.0,0.308,22.1,0.277,0.046,0.077,0.031,0.123,0.723,.278,.000,.200,.000,.500,.319,0.8,0.933,0.0,0,0.213,.300,1,0,
426,Christian Wood,20.0,PHI,PF,17,0,145.0,0.415,9.0,0.792,0.453,0.17,0.075,0.094,0.208,.429,.625,.111,.500,.000,.364,0.667,0.75,0.151,6,0.182,.500,0,0,
427,Tony Wroten,22.0,PHI,PG,8,3,144.0,0.338,8.4,0.738,0.569,0.123,0.031,0.015,0.262,.396,.486,.000,.000,1.000,.176,0.158,1.0,0.0,0,0.059,.000,0,0,
